experiment_name,period1,period2,cosine_similarity,l2_distance,entropy_change,concentration_change,top_timestep1,top_timestep2,top_timestep_delta,signal_cosine,signal_l2,signal_entropy,signal_top_timestep,n_signals_fired
00_baseline_exploration/sweep_lr_0.001,2020,2021,0.9711051153079571,0.06380250304937363,-0.07037782669067383,-0.012029815465211868,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_lr_0.001,2021,2022,0.983513572245363,0.04603205993771553,0.06352353096008301,0.0070502869784832,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_lr_0.001,2022,2023,0.9771936099063735,0.05348101630806923,0.5988152027130127,-0.00733504444360733,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_lr_0.001,2023,2024,0.9851935114938923,0.04396570473909378,-0.18376660346984863,0.007258206605911255,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_lr_0.001,2024,2025,0.9921035210568881,0.03307550027966499,-0.21188974380493164,0.004761137068271637,t-19,t-19,0,False,True,True,False,2
00_baseline_exploration/sweep_encoder_60,2020,2021,0.9666942212622456,0.033744219690561295,0.14947843551635742,-0.00048454664647579193,t-31,t-59,28,False,True,True,True,3
00_baseline_exploration/exp004_attn1,2020,2021,0.983563875303732,0.04116446152329445,-0.19678831100463867,-0.0008446983993053436,t-0,t-19,19,False,True,True,True,3
00_baseline_exploration/exp004_attn1,2021,2022,0.9648633393985715,0.062181256711483,0.03732013702392578,0.004905782639980316,t-19,t-0,19,False,True,False,True,2
00_baseline_exploration/exp004_attn1,2022,2023,0.9511647673757438,0.07306937873363495,0.4011108875274658,-0.0038979724049568176,t-0,t-19,19,True,True,True,True,4
00_baseline_exploration/sweep_hidden_64,2020,2021,0.9573465376573999,0.06985675543546677,0.32506585121154785,-0.007541384547948837,t-0,t-0,0,True,True,True,False,3
00_baseline_exploration/sweep_hidden_64,2021,2022,0.9531905595202529,0.0732576847076416,-0.20912981033325195,0.007869571447372437,t-0,t-0,0,True,True,True,False,3
00_baseline_exploration/sweep_hidden_64,2022,2023,0.989978971652636,0.03498334065079689,0.30146169662475586,-0.004810318350791931,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep_hidden_64,2024,2025,0.9857394510083657,0.038856685161590576,-0.13335275650024414,-0.0021272264420986176,t-0,t-0,0,False,True,True,False,2
00_baseline_exploration/sweep2_combo2,2024,2025,0.999643665863937,0.004875467624515295,-0.06154799461364746,-4.153698682785034e-06,t-29,t-0,29,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h18_drop0.20_lr5,2022,2023,0.9907999082583904,0.030712313950061798,0.3470752239227295,-0.0013632625341415405,t-0,t-19,19,False,True,True,True,3
01_staleness_features_fixed/sweep_stale_h18_drop0.20_lr5,2024,2025,0.9983660997086856,0.012806964106857777,-0.09586048126220703,0.00019280612468719482,t-19,t-0,19,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h18_drop0.20_lr3,2022,2023,0.9933375806542971,0.02607058174908161,0.30269813537597656,-0.0010083317756652832,t-0,t-19,19,False,True,True,True,3
01_staleness_features_fixed/baseline_fixed_h16_drop0.25,2022,2023,0.9904512461071107,0.031230144202709198,0.34458184242248535,-0.0012667067348957062,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h18_drop0.25_lr3,2020,2021,0.9960970809491541,0.0199657641351223,-0.07695794105529785,-0.000865105539560318,t-19,t-0,19,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h18_drop0.25_lr3,2024,2025,0.9975184941300596,0.01578291319310665,-0.08827757835388184,0.00022602081298828125,t-0,t-19,19,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h18_drop0.30_lr3,2022,2023,0.9965740713182214,0.01855962909758091,0.061231374740600586,-0.0003547370433807373,t-19,t-0,19,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h18_drop0.25_lr5,2022,2023,0.9926875828117346,0.02724219113588333,0.3180394172668457,-0.0009011998772621155,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h12_drop0.30_lr5,2022,2023,0.9929624639464587,0.026671582832932472,0.07825613021850586,-0.0007007531821727753,t-0,t-14,14,False,True,True,True,3
01_staleness_features_fixed/sweep_stale_h22_drop0.35_lr5,2020,2021,0.9937981091792989,0.02922160178422928,-0.09140563011169434,0.004439212381839752,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.35_lr5,2021,2022,0.9910601086690496,0.035492509603500366,-0.07669687271118164,0.004177212715148926,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.35_lr5,2022,2023,0.9751993315813765,0.058438487350940704,0.17699480056762695,-0.006524194031953812,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr3,2020,2021,0.9797851210685458,0.045474275946617126,-0.15235543251037598,-0.0008767992258071899,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr3,2021,2022,0.9912339391927256,0.02979152649641037,0.06785011291503906,9.115785360336304e-06,t-0,t-16,16,False,True,True,True,3
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr3,2022,2023,0.9908429061684185,0.030408252030611038,0.10446572303771973,-0.00033949315547943115,t-16,t-0,16,False,True,True,True,3
01_staleness_features_fixed/sweep_stale_h22_drop0.20_lr5,2020,2021,0.9753613255924645,0.07230202108621597,-0.28693318367004395,0.0213596373796463,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.20_lr5,2021,2022,0.976437220110425,0.07058758288621902,0.17701458930969238,-0.02068071812391281,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.20_lr5,2022,2023,0.9727757200089056,0.07805286347866058,-0.13595962524414062,0.024160437285900116,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h12_drop0.25_lr5,2022,2023,0.9926837204911454,0.027248363941907883,0.06765508651733398,-0.0008840672671794891,t-0,t-13,13,False,True,True,True,3
01_staleness_features_fixed/sweep_stale_h22_drop0.35_lr3,2022,2023,0.9927578242444821,0.029131824150681496,0.1696019172668457,-0.0012397915124893188,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr5,2020,2021,0.9855126029771828,0.03828217834234238,-0.24855494499206543,7.265433669090271e-05,t-15,t-17,2,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr5,2021,2022,0.993914425901592,0.02511052042245865,0.06915593147277832,0.001212049275636673,t-17,t-16,1,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr5,2022,2023,0.9775425670570076,0.04799378290772438,0.21515631675720215,-0.0017133727669715881,t-16,t-0,16,False,True,True,True,3
01_staleness_features_fixed/sweep_stale_h14_drop0.20_lr5,2023,2024,0.994440727110781,0.0236772783100605,-0.1489098072052002,0.0004419684410095215,t-0,t-19,19,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h14_drop0.35_lr5,2023,2024,0.9991924232707775,0.008994889445602894,-0.06270384788513184,5.343928933143616e-05,t-14,t-0,14,False,False,True,True,2
01_staleness_features_fixed/sweep_stale_h22_drop0.20_lr3,2020,2021,0.9782595064273927,0.06938572227954865,-0.2362194061279297,0.02078501135110855,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.20_lr3,2021,2022,0.9783985862752259,0.06838008761405945,0.1384589672088623,-0.019728094339370728,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.20_lr3,2022,2023,0.9829571321739552,0.06385646760463715,-0.09269356727600098,0.020735129714012146,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h16_drop0.15_lr3,2020,2021,0.9643803696471795,0.13944384455680847,0.36344408988952637,-0.07330241054296494,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h16_drop0.15_lr3,2021,2022,0.949584773043189,0.10230030119419098,0.33400678634643555,-0.029235802590847015,t-0,t-0,0,True,True,True,False,3
01_staleness_features_fixed/sweep_stale_h16_drop0.15_lr3,2022,2023,0.9878914029086906,0.040918413549661636,0.09671282768249512,-0.007582206279039383,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h16_drop0.15_lr3,2023,2024,0.9734682851305764,0.061844710260629654,-0.1403055191040039,0.011939484626054764,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.30_lr3,2020,2021,0.9868938131834483,0.04619451239705086,-0.18514537811279297,0.010225437581539154,t-0,t-0,0,False,True,True,False,2
01_staleness_features_fixed/sweep_stale_h22_drop0.30_lr3,2021,2022,0.9703449720847194,0.06667263060808182,0.09899759292602539,-0.012224778532981873,t-0,t-0,0,False,True,True,False,2
